behaviorSpaceRun,moranI,terr,mem,numPred
145,0.18464975989884921,Pred,Individual,3
146,0.2003710474641714,Pred,Individual,3
147,0.18739659374588097,Pred,Individual,3
148,0.18568538223311654,Pred,Individual,3
149,0.18898133864435163,Pred,Individual,3
150,0.22886593073793857,Pred,Individual,3
151,0.16893892158674942,Pred,Individual,4
152,0.1621372561997858,Pred,Individual,4
153,0.1830210120869367,Pred,Individual,4
154,0.16285486676592317,Pred,Individual,4
155,0.18094504258575023,Pred,Individual,4
156,0.18292393352652306,Pred,Individual,4
157,0.17435969318159272,Pred,Individual,4
158,0.19676221814039319,Pred,Individual,4
159,0.17028653098946586,Pred,Individual,4
160,0.17320683183388857,Pred,Individual,4
161,0.20136142555345643,Pred,Individual,4
162,0.1613282070784176,Pred,Individual,4
163,0.192871748069738,Pred,Individual,4
164,0.18641666784473698,Pred,Individual,4
165,0.18266613436925616,Pred,Individual,4
166,0.1739585291684556,Pred,Individual,4
167,0.2055747744174352,Pred,Individual,4
168,0.17359375767794064,Pred,Individual,4
169,0.1615457219633376,Pred,Individual,4
170,0.18573744090059005,Pred,Individual,4
171,0.1748667942262301,Pred,Individual,4
172,0.16567932907248936,Pred,Individual,4
173,0.22156547578747565,Pred,Individual,4
174,0.18132027468364956,Pred,Individual,4
175,0.18350179387637905,Pred,Individual,4
176,0.15028107407209715,Pred,Individual,4
177,0.15749774460959226,Pred,Individual,4
178,0.18649822001008268,Pred,Individual,4
179,0.18432992111637492,Pred,Individual,4
180,0.16623568651043907,Pred,Individual,4
181,0.15422208103441185,Pred,Individual,4
182,0.16197153695452937,Pred,Individual,4
183,0.17789254752734576,Pred,Individual,4
184,0.1964035306217227,Pred,Individual,4
185,0.18520193646956426,Pred,Individual,4
186,0.18020439956382542,Pred,Individual,4
187,0.1913624256821209,Pred,Individual,4
188,0.16005745935509785,Pred,Individual,4
189,0.17948227053662907,Pred,Individual,4
190,0.16755971359203845,Pred,Individual,4
191,0.17919549483478603,Pred,Individual,4
192,0.19686863352075787,Pred,Individual,4
193,0.17917424311130883,Pred,Individual,4
194,0.16995018762900457,Pred,Individual,4
195,0.1986498828012027,Pred,Individual,4
196,0.18389145623966963,Pred,Individual,4
197,0.15995784298560708,Pred,Individual,4
198,0.16015704084434615,Pred,Individual,4
199,0.17662213942359778,Pred,Individual,4
200,0.1781180409707457,Pred,Individual,4
1,0.273643860478848,Pred,None,1
2,0.28650765992747457,Pred,None,1
3,0.27719316343748146,Pred,None,1
4,0.26152499210489194,Pred,None,1
5,0.25559331852719774,Pred,None,1
6,0.2508347683554671,Pred,None,1
7,0.23528743480459655,Pred,None,1
8,0.2218909715672245,Pred,None,1
9,0.22483576317522058,Pred,None,1
10,0.2600314348165984,Pred,None,1
11,0.22761378276698288,Pred,None,1
12,0.272598249988929,Pred,None,1
13,0.23827430105543512,Pred,None,1
14,0.24972490593375782,Pred,None,1
15,0.26442789427701324,Pred,None,1
16,0.25321998464748535,Pred,None,1
17,0.2319397482870125,Pred,None,1
18,0.2470353380233853,Pred,None,1
19,0.2618269742197219,Pred,None,1
20,0.25728269369569545,Pred,None,1
21,0.248251093779751,Pred,None,1
22,0.2591711071075509,Pred,None,1
23,0.2539587773347519,Pred,None,1
24,0.26524484184542363,Pred,None,1
25,0.25053974584100946,Pred,None,1
26,0.2927707905752194,Pred,None,1
27,0.2621057564114284,Pred,None,1
28,0.2555247784533721,Pred,None,1
29,0.2644138810366037,Pred,None,1
30,0.2358470098179815,Pred,None,1
31,0.2818837409310462,Pred,None,1
32,0.27270188862691785,Pred,None,1
33,0.24822956962414247,Pred,None,1
34,0.2855078334689327,Pred,None,1
35,0.25384842660837215,Pred,None,1
36,0.2731661292625751,Pred,None,1
37,0.294142696397754,Pred,None,1
38,0.2522411087917029,Pred,None,1
39,0.2645223748514209,Pred,None,1
40,0.256406562778489,Pred,None,1
41,0.26705805704319896,Pred,None,1
42,0.2726597798006787,Pred,None,1
43,0.2741613902350462,Pred,None,1
44,0.2606437722788838,Pred,None,1
45,0.2730868623066154,Pred,None,1
46,0.265940924831884,Pred,None,1
47,0.2593488521832284,Pred,None,1
48,0.23373543077058825,Pred,None,1
49,0.2496481152694331,Pred,None,1
50,0.2593761437915544,Pred,None,1
51,0.25577904355225195,Pred,None,2
52,0.2302963945654258,Pred,None,2
53,0.23428157936665098,Pred,None,2
54,0.22347659983010046,Pred,None,2
55,0.24429776976752646,Pred,None,2
56,0.25814596130398054,Pred,None,2
57,0.2559565487050313,Pred,None,2
58,0.23473728460931065,Pred,None,2
59,0.24099769969688228,Pred,None,2
60,0.24799971397288484,Pred,None,2
61,0.23352147412096344,Pred,None,2
62,0.21720828988403332,Pred,None,2
63,0.22521010924177678,Pred,None,2
64,0.2569349964045594,Pred,None,2
65,0.25012618400956677,Pred,None,2
66,0.2299679098570342,Pred,None,2
67,0.22498858307726421,Pred,None,2
68,0.23958862986078017,Pred,None,2
69,0.24389772148751065,Pred,None,2
70,0.2393083123850493,Pred,None,2
71,0.25338910286227617,Pred,None,2
72,0.24081711063696234,Pred,None,2
73,0.22298906583643333,Pred,None,2
74,0.2473610332896734,Pred,None,2
75,0.2525557740354585,Pred,None,2
76,0.24111305637189845,Pred,None,2
77,0.20486766697597855,Pred,None,2
78,0.24343145666026766,Pred,None,2
79,0.21849806646464898,Pred,None,2
80,0.23773257917120078,Pred,None,2
81,0.2605113684389277,Pred,None,2
82,0.21783725957879527,Pred,None,2
83,0.2184816617741315,Pred,None,2
84,0.24129132061929845,Pred,None,2
85,0.24340985909443952,Pred,None,2
86,0.2784873289487425,Pred,None,2
87,0.26506155487109145,Pred,None,2
88,0.22944880785907598,Pred,None,2
89,0.23216384713150645,Pred,None,2
90,0.2148578137081512,Pred,None,2
91,0.23730447303942068,Pred,None,2
92,0.23242131388477713,Pred,None,2
93,0.25036341826790975,Pred,None,2
94,0.25729287891013175,Pred,None,2
95,0.24411063356739554,Pred,None,2
96,0.24084147479399512,Pred,None,2
97,0.25151468676420535,Pred,None,2
98,0.24445515472415735,Pred,None,2
99,0.24510192685550786,Pred,None,2
100,0.24203642428545386,Pred,None,2
101,0.1900978654592991,Pred,None,3
102,0.2294329235687436,Pred,None,3
103,0.2518527861118378,Pred,None,3
104,0.2066436149961814,Pred,None,3
105,0.2093692589006635,Pred,None,3
106,0.22368451110708287,Pred,None,3
107,0.193409323367676,Pred,None,3
108,0.21080504928070287,Pred,None,3
109,0.22990913931758475,Pred,None,3
110,0.25579805250866994,Pred,None,3
111,0.2225257405706334,Pred,None,3
112,0.20566608452471097,Pred,None,3
113,0.22389170638861064,Pred,None,3
114,0.22499747104611115,Pred,None,3
115,0.25204983547511345,Pred,None,3
116,0.22813804581779865,Pred,None,3
117,0.22450924070245368,Pred,None,3
118,0.18606792678139333,Pred,None,3
119,0.2340158376143309,Pred,None,3
120,0.2236605095806609,Pred,None,3
121,0.22490906427861626,Pred,None,3
122,0.23417167766542216,Pred,None,3
123,0.21655241478166926,Pred,None,3
124,0.2291481083833981,Pred,None,3
125,0.19491783966806764,Pred,None,3
126,0.20276761945557598,Pred,None,3
127,0.21635989485259696,Pred,None,3
128,0.22797293767037025,Pred,None,3
129,0.22491062908608114,Pred,None,3
130,0.2395658158604899,Pred,None,3
131,0.19137475944069818,Pred,None,3
132,0.21686563295376743,Pred,None,3
133,0.24189273695198876,Pred,None,3
134,0.2128508355721785,Pred,None,3
135,0.23650353899833657,Pred,None,3
136,0.21514143829035776,Pred,None,3
137,0.2257711490143243,Pred,None,3
138,0.2373208195720361,Pred,None,3
139,0.20915716948500712,Pred,None,3
140,0.19725904325231824,Pred,None,3
141,0.21474389821958198,Pred,None,3
142,0.23366067333710402,Pred,None,3
143,0.24389027231028362,Pred,None,3
144,0.23765919126558563,Pred,None,3
145,0.22767525014682738,Pred,None,3
146,0.21296914294673758,Pred,None,3
147,0.22851121991006879,Pred,None,3
148,0.21771022180598115,Pred,None,3
149,0.2181397818312969,Pred,None,3
150,0.20438148932677325,Pred,None,3
151,0.21207978795121055,Pred,None,4
152,0.20837285742426592,Pred,None,4
153,0.17791893113714952,Pred,None,4
154,0.2171724676197287,Pred,None,4
155,0.21349379440028726,Pred,None,4
156,0.20563797104469791,Pred,None,4
157,0.23144339119126517,Pred,None,4
158,0.1697095557830075,Pred,None,4
159,0.21786271913656652,Pred,None,4
160,0.2015272561513726,Pred,None,4
161,0.22444366600553725,Pred,None,4
162,0.18882506952172792,Pred,None,4
163,0.19882868424566405,Pred,None,4
164,0.21345210731030428,Pred,None,4
165,0.1953437831993705,Pred,None,4
166,0.19994360008812964,Pred,None,4
167,0.20526802978797445,Pred,None,4
168,0.18295504427307896,Pred,None,4
169,0.18185137144735486,Pred,None,4
170,0.20620462404657128,Pred,None,4
171,0.21022065413468696,Pred,None,4
172,0.211060061028141,Pred,None,4
173,0.21238888883057344,Pred,None,4
174,0.20331888523653213,Pred,None,4
175,0.2325068724921063,Pred,None,4
176,0.21723880787949187,Pred,None,4
177,0.18686204849404234,Pred,None,4
178,0.20320828954191766,Pred,None,4
179,0.19730051204534474,Pred,None,4
180,0.18895598784630194,Pred,None,4
181,0.20688582524548005,Pred,None,4
182,0.2111568399606931,Pred,None,4
183,0.22611763083906247,Pred,None,4
184,0.19636889509128178,Pred,None,4
185,0.1984288748799464,Pred,None,4
186,0.2321046555043385,Pred,None,4
187,0.18619785361122382,Pred,None,4
188,0.23066885946953383,Pred,None,4
189,0.22682149014311825,Pred,None,4
190,0.19857720009727198,Pred,None,4
191,0.19823545386484628,Pred,None,4
192,0.19499602533272367,Pred,None,4
193,0.20242623374057797,Pred,None,4
194,0.22356942694745985,Pred,None,4
195,0.2159518415748468,Pred,None,4
196,0.22207403121410835,Pred,None,4
197,0.196433936641117,Pred,None,4
198,0.2023253234894398,Pred,None,4
199,0.2085612241209322,Pred,None,4
200,0.20161749865311235,Pred,None,4
1,0.2347992157289577,Pred,Shared,1
2,0.24065604633394344,Pred,Shared,1
3,0.2257295361872625,Pred,Shared,1
4,0.24859719637294794,Pred,Shared,1
5,0.2527752874713148,Pred,Shared,1
6,0.23254408516077166,Pred,Shared,1
7,0.26912376684208167,Pred,Shared,1
8,0.2381993454555635,Pred,Shared,1
9,0.2271006333401126,Pred,Shared,1
10,0.26065669537594677,Pred,Shared,1
11,0.235595446957343,Pred,Shared,1
12,0.24361748437620534,Pred,Shared,1
13,0.23912695628454061,Pred,Shared,1
14,0.24503828426881344,Pred,Shared,1
15,0.2443302405824349,Pred,Shared,1
16,0.23283736658502924,Pred,Shared,1
17,0.2498062929546223,Pred,Shared,1
18,0.24004851401440225,Pred,Shared,1
19,0.2446681393552578,Pred,Shared,1
20,0.24955397407376603,Pred,Shared,1
21,0.25800246944340094,Pred,Shared,1
22,0.22301200510988073,Pred,Shared,1
23,0.263479044260761,Pred,Shared,1
24,0.23610677728462598,Pred,Shared,1
25,0.26167295475369085,Pred,Shared,1
26,0.22425443715066237,Pred,Shared,1
27,0.24513627593039422,Pred,Shared,1
28,0.24905611708531145,Pred,Shared,1
29,0.25710093465444017,Pred,Shared,1
30,0.22802490474611323,Pred,Shared,1
31,0.24247862994933586,Pred,Shared,1
32,0.2535675682146143,Pred,Shared,1
33,0.22268945461862982,Pred,Shared,1
34,0.22136622744314577,Pred,Shared,1
35,0.27539429558350265,Pred,Shared,1
36,0.25030543895520235,Pred,Shared,1
37,0.22134957719194362,Pred,Shared,1
38,0.27179614065749097,Pred,Shared,1
39,0.2435505274685711,Pred,Shared,1
40,0.2199119780674517,Pred,Shared,1
41,0.2441690062796461,Pred,Shared,1
42,0.2642151870208612,Pred,Shared,1
43,0.24728027822920465,Pred,Shared,1
44,0.24665496266785936,Pred,Shared,1
45,0.2519561180744214,Pred,Shared,1
46,0.25808833868306885,Pred,Shared,1
47,0.24048288638098994,Pred,Shared,1
48,0.22852367355711,Pred,Shared,1
49,0.23801855598430072,Pred,Shared,1
50,0.2477721907437122,Pred,Shared,1
51,0.22644348414000562,Pred,Shared,2
52,0.1893546308257122,Pred,Shared,2
53,0.24991414158108105,Pred,Shared,2
54,0.2444384663158186,Pred,Shared,2
55,0.21627775433318563,Pred,Shared,2
56,0.19066916602219255,Pred,Shared,2
57,0.22480994898073534,Pred,Shared,2
58,0.2171312490469214,Pred,Shared,2
59,0.2139540483400279,Pred,Shared,2
60,0.22003468946039598,Pred,Shared,2
61,0.19034783717182846,Pred,Shared,2
62,0.20321178520937463,Pred,Shared,2
63,0.2044261952411257,Pred,Shared,2
64,0.2064837863358691,Pred,Shared,2
65,0.2163217528976691,Pred,Shared,2
66,0.220496893122943,Pred,Shared,2
67,0.22266165600436583,Pred,Shared,2
68,0.21162297850099612,Pred,Shared,2
69,0.24366408128768816,Pred,Shared,2
70,0.19464555502857572,Pred,Shared,2
71,0.21594522674913594,Pred,Shared,2
72,0.21423991391288807,Pred,Shared,2
73,0.19533888431211138,Pred,Shared,2
74,0.23094104357991233,Pred,Shared,2
75,0.2337683171082683,Pred,Shared,2
76,0.1824939726609607,Pred,Shared,2
77,0.24220458150573998,Pred,Shared,2
78,0.17299582633125485,Pred,Shared,2
79,0.2469040095449492,Pred,Shared,2
80,0.1926361026094025,Pred,Shared,2
81,0.18355266127222922,Pred,Shared,2
82,0.20682163418755162,Pred,Shared,2
83,0.21601767708623523,Pred,Shared,2
84,0.21766245701918846,Pred,Shared,2
85,0.21246183218408687,Pred,Shared,2
86,0.24455971997929396,Pred,Shared,2
87,0.2060480741937591,Pred,Shared,2
88,0.21787230820908202,Pred,Shared,2
89,0.23510762002518568,Pred,Shared,2
90,0.2156605989448959,Pred,Shared,2
91,0.23401904004708815,Pred,Shared,2
92,0.1953511922992702,Pred,Shared,2
93,0.21588658542595066,Pred,Shared,2
94,0.25015924518831073,Pred,Shared,2
95,0.2150756065407508,Pred,Shared,2
96,0.22255801471656164,Pred,Shared,2
97,0.1893815806873894,Pred,Shared,2
98,0.2132995017015823,Pred,Shared,2
99,0.20849870297716167,Pred,Shared,2
100,0.19779508105243823,Pred,Shared,2
101,0.17828631574058929,Pred,Shared,3
102,0.1681214901138017,Pred,Shared,3
103,0.1734072422350895,Pred,Shared,3
104,0.16952322821164478,Pred,Shared,3
105,0.18437660124297425,Pred,Shared,3
106,0.18351204583698744,Pred,Shared,3
107,0.151396991636223,Pred,Shared,3
108,0.18337077930218065,Pred,Shared,3
109,0.16895652133673883,Pred,Shared,3
110,0.186996387915239,Pred,Shared,3
111,0.14748293106043314,Pred,Shared,3
112,0.1544531758518337,Pred,Shared,3
113,0.16902249767440927,Pred,Shared,3
114,0.1711962421337804,Pred,Shared,3
115,0.17624605095074714,Pred,Shared,3
116,0.20585679336764107,Pred,Shared,3
117,0.16177062957754673,Pred,Shared,3
118,0.19540564371896993,Pred,Shared,3
119,0.1804869647158736,Pred,Shared,3
120,0.16737546070941325,Pred,Shared,3
121,0.1982472599716869,Pred,Shared,3
122,0.15678365276822107,Pred,Shared,3
123,0.15609931193784232,Pred,Shared,3
124,0.1537550878270465,Pred,Shared,3
125,0.1695465542637986,Pred,Shared,3
126,0.15721095885140324,Pred,Shared,3
127,0.16613410410903753,Pred,Shared,3
128,0.17911032954045136,Pred,Shared,3
129,0.20092822576968708,Pred,Shared,3
130,0.18139490156356586,Pred,Shared,3
131,0.2048024135540341,Pred,Shared,3
132,0.15376573346162817,Pred,Shared,3
133,0.1613110434089514,Pred,Shared,3
134,0.21603959308853485,Pred,Shared,3
135,0.16474786320179685,Pred,Shared,3
136,0.17737228943506636,Pred,Shared,3
137,0.16441004747205176,Pred,Shared,3
138,0.1925583407229566,Pred,Shared,3
139,0.18051494837254134,Pred,Shared,3
140,0.17278595883994025,Pred,Shared,3
141,0.1836476395013285,Pred,Shared,3
142,0.18220330596591716,Pred,Shared,3
143,0.19182032763262502,Pred,Shared,3
144,0.1961521669936902,Pred,Shared,3
145,0.1662680749424161,Pred,Shared,3
146,0.1922383506718812,Pred,Shared,3
147,0.16295319737859038,Pred,Shared,3
148,0.1696910676536399,Pred,Shared,3
149,0.19808012325530375,Pred,Shared,3
150,0.1811727020682708,Pred,Shared,3
151,0.15086731238667483,Pred,Shared,4
152,0.14168233136637556,Pred,Shared,4
153,0.1383017689176232,Pred,Shared,4
154,0.15479320394830667,Pred,Shared,4
155,0.1452535716339814,Pred,Shared,4
156,0.1274056802675865,Pred,Shared,4
157,0.13758125589886716,Pred,Shared,4
158,0.16148232377187635,Pred,Shared,4
159,0.16612947622993549,Pred,Shared,4
160,0.1754003536948832,Pred,Shared,4
161,0.1541957824552175,Pred,Shared,4
162,0.14265571267961635,Pred,Shared,4
163,0.13086959518261182,Pred,Shared,4
164,0.15484733982781176,Pred,Shared,4
165,0.13617084512970665,Pred,Shared,4
166,0.15978107936446725,Pred,Shared,4
167,0.1710387541077285,Pred,Shared,4
168,0.1400263943500576,Pred,Shared,4
169,0.1509527663874121,Pred,Shared,4
170,0.14342632364579969,Pred,Shared,4
171,0.13678847958876128,Pred,Shared,4
172,0.14196209991596428,Pred,Shared,4
173,0.14510888505380304,Pred,Shared,4
174,0.1351990358607383,Pred,Shared,4
175,0.13690179655031384,Pred,Shared,4
176,0.1681846538479571,Pred,Shared,4
177,0.14685642158643172,Pred,Shared,4
178,0.1082000956692002,Pred,Shared,4
179,0.15066405057025853,Pred,Shared,4
180,0.16694619071723035,Pred,Shared,4
181,0.1382862721785835,Pred,Shared,4
182,0.16106672098221209,Pred,Shared,4
183,0.13561722971274384,Pred,Shared,4
184,0.13980896469727763,Pred,Shared,4
185,0.15519685283806683,Pred,Shared,4
186,0.1437984585600376,Pred,Shared,4
187,0.14980117934558046,Pred,Shared,4
188,0.1279819023670857,Pred,Shared,4
189,0.14803247326738783,Pred,Shared,4
190,0.15360323095007997,Pred,Shared,4
191,0.18123588478490485,Pred,Shared,4
192,0.15415130896364496,Pred,Shared,4
193,0.13282520735137088,Pred,Shared,4
194,0.146046490110897,Pred,Shared,4
195,0.1251108537398084,Pred,Shared,4
196,0.16147764598311612,Pred,Shared,4
197,0.15580653445324819,Pred,Shared,4
198,0.1338615593641302,Pred,Shared,4
199,0.15305848067754158,Pred,Shared,4
200,0.12384884052075362,Pred,Shared,4
1,0.1679739287720199,Prey,Individual,1
2,0.17957662879311684,Prey,Individual,1
3,0.18013498167106043,Prey,Individual,1
4,0.16317332621485814,Prey,Individual,1
5,0.1650635386348922,Prey,Individual,1
6,0.18354685458225511,Prey,Individual,1
7,0.21012850839753736,Prey,Individual,1
8,0.1663752851632336,Prey,Individual,1
9,0.1589890357465121,Prey,Individual,1
10,0.15142620752643682,Prey,Individual,1
11,0.2075821793210571,Prey,Individual,1
12,0.1728591660437683,Prey,Individual,1
13,0.1963255589398549,Prey,Individual,1
14,0.21708922149529736,Prey,Individual,1
15,0.17720910628734046,Prey,Individual,1
16,0.17300906720279347,Prey,Individual,1
17,0.1572409742469595,Prey,Individual,1
18,0.1923633152758506,Prey,Individual,1
19,0.17866789556799315,Prey,Individual,1
20,0.18664876930055652,Prey,Individual,1
21,0.1899970178384603,Prey,Individual,1
22,0.191399305056282,Prey,Individual,1
23,0.19292613717808707,Prey,Individual,1
24,0.12549930719394164,Prey,Individual,1
25,0.1556596653797483,Prey,Individual,1
26,0.16378070922128607,Prey,Individual,1
27,0.19640706340701966,Prey,Individual,1
28,0.15249987849398106,Prey,Individual,1
29,0.19122013061408694,Prey,Individual,1
30,0.20740907987093704,Prey,Individual,1
31,0.1614320209919957,Prey,Individual,1
32,0.1805337246427166,Prey,Individual,1
33,0.219507138686188,Prey,Individual,1
34,0.13593504054989786,Prey,Individual,1
35,0.24456993955928902,Prey,Individual,1
36,0.18248781497866062,Prey,Individual,1
37,0.16217640073634748,Prey,Individual,1
38,0.2281130079620274,Prey,Individual,1
39,0.17338055231968333,Prey,Individual,1
40,0.1759175890781017,Prey,Individual,1
41,0.19870091492005548,Prey,Individual,1
42,0.16350901487459982,Prey,Individual,1
43,0.18656787213045306,Prey,Individual,1
44,0.13699365003020308,Prey,Individual,1
45,0.18850748142562368,Prey,Individual,1
46,0.16728171448943668,Prey,Individual,1
47,0.21031312953168343,Prey,Individual,1
48,0.1634099501124011,Prey,Individual,1
49,0.1274920256235076,Prey,Individual,1
50,0.19779048600396051,Prey,Individual,1
51,0.1425751536231264,Prey,Individual,2
52,0.12500463104418225,Prey,Individual,2
53,0.1584453252104144,Prey,Individual,2
54,0.1419625298057253,Prey,Individual,2
55,0.18518131869091925,Prey,Individual,2
56,0.1949330748388786,Prey,Individual,2
57,0.1350309415052055,Prey,Individual,2
58,0.16395212534288386,Prey,Individual,2
59,0.1608725593105038,Prey,Individual,2
60,0.15041399456331384,Prey,Individual,2
61,0.15236870755237802,Prey,Individual,2
62,0.1833432851225165,Prey,Individual,2
63,0.14781113661324063,Prey,Individual,2
64,0.16453283858880677,Prey,Individual,2
65,0.1990917814770227,Prey,Individual,2
66,0.15129472522336543,Prey,Individual,2
67,0.16549504264310405,Prey,Individual,2
68,0.16711808192031508,Prey,Individual,2
69,0.15318852016242449,Prey,Individual,2
70,0.14944117818328903,Prey,Individual,2
71,0.17771974700298318,Prey,Individual,2
72,0.14677692772223672,Prey,Individual,2
73,0.15698647255326273,Prey,Individual,2
74,0.13458983231674296,Prey,Individual,2
75,0.1454041509379507,Prey,Individual,2
76,0.1529269049354951,Prey,Individual,2
77,0.1993731880500356,Prey,Individual,2
78,0.1532622265688618,Prey,Individual,2
79,0.16936018653801246,Prey,Individual,2
80,0.1476657549474096,Prey,Individual,2
81,0.1120439417562038,Prey,Individual,2
82,0.1398918237058071,Prey,Individual,2
83,0.15789971394588215,Prey,Individual,2
84,0.16866120257291595,Prey,Individual,2
85,0.13735743797971503,Prey,Individual,2
86,0.16697447335330085,Prey,Individual,2
87,0.22281740007824424,Prey,Individual,2
88,0.16546946631736176,Prey,Individual,2
89,0.17102030450408542,Prey,Individual,2
90,0.14943686027836106,Prey,Individual,2
91,0.15956300794563547,Prey,Individual,2
92,0.1053708844690518,Prey,Individual,2
93,0.17563548128359768,Prey,Individual,2
94,0.15582996330182758,Prey,Individual,2
95,0.1409772220302931,Prey,Individual,2
96,0.17916916923382092,Prey,Individual,2
97,0.12408851915013785,Prey,Individual,2
98,0.17878377310235105,Prey,Individual,2
99,0.1982259936993389,Prey,Individual,2
100,0.1632490632987444,Prey,Individual,2
101,0.1575887881384738,Prey,Individual,3
102,0.15331278229725911,Prey,Individual,3
103,0.15708375749252287,Prey,Individual,3
104,0.15863444927588843,Prey,Individual,3
105,0.15216166720182112,Prey,Individual,3
106,0.1419412251794479,Prey,Individual,3
107,0.1419933052318849,Prey,Individual,3
108,0.19207291183094322,Prey,Individual,3
109,0.10773601414583488,Prey,Individual,3
110,0.15978441480476221,Prey,Individual,3
111,0.15648903776623363,Prey,Individual,3
112,0.14642797559904452,Prey,Individual,3
113,0.133956035270227,Prey,Individual,3
114,0.17041580703489365,Prey,Individual,3
115,0.1517724611140673,Prey,Individual,3
116,0.14293010474979248,Prey,Individual,3
117,0.17004494413015292,Prey,Individual,3
118,0.15219673806488251,Prey,Individual,3
119,0.1499961593115166,Prey,Individual,3
120,0.15267832573300363,Prey,Individual,3
121,0.1314129668318109,Prey,Individual,3
122,0.12093886533933024,Prey,Individual,3
123,0.12825747805818968,Prey,Individual,3
124,0.14888365892573582,Prey,Individual,3
125,0.16154880213422806,Prey,Individual,3
126,0.16401583010266657,Prey,Individual,3
127,0.16630019836989565,Prey,Individual,3
128,0.14151681343421035,Prey,Individual,3
129,0.16142043462213862,Prey,Individual,3
130,0.1466996966085053,Prey,Individual,3
131,0.11777961960307966,Prey,Individual,3
132,0.14673219263656115,Prey,Individual,3
133,0.14143512197197095,Prey,Individual,3
134,0.15657577004995918,Prey,Individual,3
135,0.13285434302522675,Prey,Individual,3
136,0.16538433107777442,Prey,Individual,3
137,0.1527299370146666,Prey,Individual,3
138,0.1609847197929579,Prey,Individual,3
139,0.15999225868860553,Prey,Individual,3
140,0.15297922892440116,Prey,Individual,3
141,0.16229242759978083,Prey,Individual,3
142,0.15374951896025457,Prey,Individual,3
143,0.1154961476743009,Prey,Individual,3
144,0.16837253596154136,Prey,Individual,3
145,0.1386779056259484,Prey,Individual,3
146,0.17014836208559447,Prey,Individual,3
147,0.13887665109021932,Prey,Individual,3
148,0.12503786023879562,Prey,Individual,3
149,0.16910710227513853,Prey,Individual,3
150,0.19805828497685504,Prey,Individual,3
151,0.11915676963170138,Prey,Individual,4
152,0.1653077079256174,Prey,Individual,4
153,0.10237599870524369,Prey,Individual,4
154,0.13644726288929007,Prey,Individual,4
155,0.14102656948967024,Prey,Individual,4
156,0.10873629556296102,Prey,Individual,4
157,0.14389816595665586,Prey,Individual,4
158,0.1373185827207756,Prey,Individual,4
159,0.16347016028846167,Prey,Individual,4
160,0.16270674586630812,Prey,Individual,4
161,0.16392920093319982,Prey,Individual,4
162,0.12066249068042682,Prey,Individual,4
163,0.17887329061790486,Prey,Individual,4
164,0.1635566140888576,Prey,Individual,4
165,0.14801074746779797,Prey,Individual,4
166,0.11058656014727741,Prey,Individual,4
167,0.1115615488469984,Prey,Individual,4
168,0.16059773921974066,Prey,Individual,4
169,0.13555412274837741,Prey,Individual,4
170,0.15212574803519482,Prey,Individual,4
171,0.1505508010787332,Prey,Individual,4
172,0.1496382730347444,Prey,Individual,4
173,0.15461972569861335,Prey,Individual,4
174,0.14216891753414143,Prey,Individual,4
175,0.09466587996511582,Prey,Individual,4
176,0.1284165542509716,Prey,Individual,4
177,0.15081648369493325,Prey,Individual,4
178,0.14232269705003842,Prey,Individual,4
179,0.15936334703676608,Prey,Individual,4
180,0.13481705093461108,Prey,Individual,4
181,0.13872544780023807,Prey,Individual,4
182,0.10394638720752948,Prey,Individual,4
183,0.12337428711869823,Prey,Individual,4
184,0.11644572248440348,Prey,Individual,4
185,0.11491741760930696,Prey,Individual,4
186,0.14458989801171623,Prey,Individual,4
187,0.1406131873727717,Prey,Individual,4
188,0.14786699391013275,Prey,Individual,4
189,0.12067452168619139,Prey,Individual,4
190,0.14358396777991067,Prey,Individual,4
191,0.15675107883108788,Prey,Individual,4
192,0.12597881904774408,Prey,Individual,4
193,0.1302045806734906,Prey,Individual,4
194,0.12800855025727662,Prey,Individual,4
195,0.12361387027048172,Prey,Individual,4
196,0.12701531802976468,Prey,Individual,4
197,0.1435424918040963,Prey,Individual,4
198,0.13275290582805072,Prey,Individual,4
199,0.12363321352317393,Prey,Individual,4
200,0.11244913283985941,Prey,Individual,4
1,0.17315769381024868,Prey,None,1
2,0.20261519314890386,Prey,None,1
3,0.23845209060162595,Prey,None,1
4,0.16963087014331232,Prey,None,1
5,0.17509923193923768,Prey,None,1
6,0.15749047864560442,Prey,None,1
7,0.16413809199671067,Prey,None,1
8,0.1968861492196603,Prey,None,1
9,0.2201757063480549,Prey,None,1
10,0.2091266285975078,Prey,None,1
11,0.1803918021439121,Prey,None,1
12,0.2099464794347959,Prey,None,1
13,0.16088986332518102,Prey,None,1
14,0.2088473386524093,Prey,None,1
15,0.1981458488345139,Prey,None,1
16,0.1841134086763774,Prey,None,1
17,0.18081773384422958,Prey,None,1
18,0.18774495835032676,Prey,None,1
19,0.17139289626265058,Prey,None,1
20,0.17957160533338862,Prey,None,1
21,0.16160573783719762,Prey,None,1
22,0.18697517365090416,Prey,None,1
23,0.15674930596488254,Prey,None,1
24,0.19338649335759234,Prey,None,1
25,0.18123480783723925,Prey,None,1
26,0.18469497412863148,Prey,None,1
27,0.15800298373353122,Prey,None,1
28,0.1849433295694864,Prey,None,1
29,0.18967523919742246,Prey,None,1
30,0.18013822808895422,Prey,None,1
31,0.17612989619510483,Prey,None,1
32,0.2249889059183119,Prey,None,1
