"","behaviorSpaceRun","tick","compID","mean_within_dist","n_pairs","numPred"
"527","2",3600,2,1.89695080439651,105,1
"528","2",3650,1,3.27651360099559,10,1
"529","2",3650,2,3.26065693042048,5,1
"530","2",3650,3,1.20887816463232,10,1
"531","2",3650,4,2.25629151102121,11,1
"532","2",3700,1,2.71896669349896,72,1
"533","2",3700,2,1.41406943627017,3,1
"534","2",3700,3,3.60962592780644,5,1
"535","2",3750,1,3.04849096659051,87,1
"536","2",3750,2,0.625418057349037,3,1
"537","2",3800,1,2.96112256594422,108,1
"538","2",3800,2,0.355539993213395,3,1
"539","2",3850,1,2.71892136396836,115,1
"540","2",3850,2,0.431669297477479,3,1
"541","2",3900,1,2.79376423478961,119,1
"542","2",3900,2,0.603875320873051,3,1
"543","2",3950,1,2.83983328432597,125,1
"544","2",3950,2,0.272525982791137,3,1
"545","2",4000,1,2.99582999009226,134,1
"546","2",4000,2,0.38266977910225,3,1
"547","2",4050,1,2.65257869845818,136,1
"548","2",4050,2,0.78112336765184,3,1
"549","2",4100,1,2.61065087095649,133,1
"550","2",4100,2,0.786004378357394,3,1
"551","2",4150,1,2.22057600681702,136,1
"552","2",4150,2,0.439798749036372,3,1
"553","2",4200,1,2.24609463946087,136,1
"554","2",4200,2,1.54623708397916,3,1
"555","2",4250,1,2.25421433355923,136,1
"556","2",4250,2,0.999077674766565,3,1
"557","2",4300,1,2.59648771976605,132,1
"558","2",4300,2,0.888939108686703,3,1
"559","2",4350,1,2.71291497370072,132,1
"560","2",4350,2,0.506679926895782,3,1
"561","2",4400,1,2.44646284920476,130,1
"562","2",4400,2,0.40296310485544,3,1
"563","2",4450,1,2.33138582511165,114,1
"564","2",4450,2,0.522236796173226,3,1
"565","2",4500,1,2.62121414458399,96,1
"566","2",4500,2,3.18030610561875,5,1
"567","2",4550,1,2.24588201941308,125,1
"568","2",4600,1,2.61263993032147,122,1
"569","2",4650,1,2.60671082952929,120,1
