"","compID","mean_within_dist","n_pairs","numPred","behaviorSpaceRun","tick"
"573",2,2.11062954828226,28,1,"2",3000
"574",1,2.80355100649414,58,1,"2",3050
"575",2,1.70481821491376,28,1,"2",3050
"576",1,2.58050398811508,58,1,"2",3100
"577",2,1.76912956666435,28,1,"2",3100
"578",1,2.16606859336002,15,1,"2",3150
"579",2,1.15138453856136,28,1,"2",3150
"580",3,1.4666248654823,15,1,"2",3150
"581",1,2.46244590733937,54,1,"2",3200
"582",2,1.06168421403706,28,1,"2",3200
"583",1,2.62712512891697,58,1,"2",3250
"584",2,1.29134173199024,28,1,"2",3250
"585",1,2.58258500222215,60,1,"2",3300
"586",2,1.4056920692332,28,1,"2",3300
"587",1,2.58281170840178,56,1,"2",3350
"588",2,1.25859692718416,28,1,"2",3350
"589",1,2.49339091973831,55,1,"2",3400
"590",2,1.56736055563809,28,1,"2",3400
"591",1,2.51089376238725,57,1,"2",3450
"592",2,1.49738342975425,28,1,"2",3450
"593",1,2.63171637944099,58,1,"2",3500
"594",2,1.14982544035816,28,1,"2",3500
"595",1,2.58067855145026,58,1,"2",3550
"596",2,0.833276954176464,10,1,"2",3550
"597",3,0.795096926783108,3,1,"2",3550
"598",1,2.69705351364495,61,1,"2",3600
"599",2,1.22078717606311,28,1,"2",3600
"600",1,2.9270983127541,65,1,"2",3650
"601",2,1.32389863456043,28,1,"2",3650
"602",1,2.79231900841488,63,1,"2",3700
"603",2,1.45216259892757,28,1,"2",3700
"604",1,2.78763070284192,66,1,"2",3750
"605",2,1.94586215997558,21,1,"2",3750
"606",1,2.6831565113567,66,1,"2",3800
"607",2,1.52532053565517,28,1,"2",3800
