"","numPred","behaviorSpaceRun","tick","compID","compSize"
"500",1,"2",4500,1,13
"501",1,"2",4500,2,5
"502",1,"2",4500,3,2
"503",1,"2",4550,1,20
"504",1,"2",4600,1,20
"505",1,"2",4650,1,20
"506",1,"2",4700,1,20
"507",1,"2",4750,1,20
"508",1,"2",4800,1,20
"509",1,"2",4850,1,20
"510",1,"2",4900,1,20
"511",1,"2",4950,1,20
"512",1,"2",5000,1,9
"513",1,"2",5000,2,11
"514",1,"2",5050,1,15
"515",1,"2",5050,2,5
"516",1,"2",5100,1,20
"517",1,"2",5150,1,13
"518",1,"2",5150,2,7
"519",1,"2",5200,1,16
"520",1,"2",5200,2,4
"521",1,"2",5250,1,16
"522",1,"2",5250,2,4
"523",1,"2",5300,1,20
"524",1,"2",5350,1,20
"525",1,"2",5400,1,18
"526",1,"2",5400,2,2
"527",1,"2",5450,1,18
"528",1,"2",5450,2,2
"529",1,"2",5500,1,18
"530",1,"2",5500,2,2
"531",1,"2",5550,1,9
"532",1,"2",5550,2,11
"533",1,"2",5600,1,9
"534",1,"2",5600,2,11
"535",1,"2",5650,1,14
"536",1,"2",5650,2,3
"537",1,"2",5650,3,3
"538",1,"2",5700,1,19
"539",1,"2",5750,1,20
"540",1,"2",5800,1,8
"541",1,"2",5800,2,11
"542",1,"2",5850,1,18
"543",1,"2",5850,2,2
"544",1,"2",5900,1,18
"545",1,"2",5900,2,2
"546",1,"2",5950,1,18
"547",1,"2",5950,2,2
"548",1,"2",6000,1,18
"549",1,"2",6000,2,2
"550",1,"2",6050,1,18
"551",1,"2",6050,2,2
"552",1,"2",6100,1,18
"553",1,"2",6100,2,2
"554",1,"2",6150,1,20
"555",1,"2",6200,1,20
"556",1,"2",6250,1,20
"557",1,"2",6300,1,20
"558",1,"2",6350,1,13
"559",1,"2",6350,2,4
"560",1,"2",6350,3,3
"561",1,"2",6400,1,16
"562",1,"2",6400,2,4
"563",1,"2",6450,1,16
"564",1,"2",6450,2,4
"565",1,"2",6500,1,20
"566",1,"2",6550,1,9
"567",1,"2",6550,2,11
"568",1,"2",6600,1,9
"569",1,"2",6600,2,11
"570",1,"2",6650,1,16
"571",1,"2",6650,2,2
"572",1,"2",6700,1,16
"573",1,"2",6700,2,2
"574",1,"2",6750,1,15
"575",1,"2",6750,2,4
"576",1,"2",6800,1,16
"577",1,"2",6800,2,2
"578",1,"2",6800,3,2
"579",1,"2",6850,1,16
"580",1,"2",6850,2,2
"581",1,"2",6850,3,2
"582",1,"2",6900,1,18
"583",1,"2",6900,2,2
"584",1,"2",6950,1,9
"585",1,"2",6950,2,11
"586",1,"2",7000,1,7
"587",1,"2",7000,2,11
